View_NLL,Pos_NLL,PosView_Lambda,Best_X,View_Lambda,Shapley_Pos,PosView_PseudoR2,Status,View_PseudoR2,Pos_PseudoR2,Pos_EDoF,HD_EDoF,HD_PseudoR2,Best_Y,View_EDoF,Pos_Lambda,Cell_ID,PosView_EDoF,PosView_NLL,HD_Lambda,Null_NLL,HD_NLL,Shapley_View
1.0948747151777687,1.1063702629688394,56.82;431.4,64.51269687500003,191.75105923288402,-0.008369569554300571,-0.006256169104439158,,0.0015666059481616035,-0.008916364056000381,11.49513741951841,3.999589258687444,-0.000753778150517137,64.353540625,5.2453400959142416,25.251168294042344,XII-OF-I_T1_N1,12.978920748791547,1.1034531127540534,7155861248.802095,1.096592643736156,1.097419231311022,0.0021134004498614134
2.4952928934524015,2.490290616810321,191.8;25.25,76.10823958333332,16.83411219602823,0.0029866014756205206,0.003973597527659689,,0.002533934009698924,0.004533539433280276,12.854416472709662,5.213381396184949,0.0032516554405486175,89.42513333333333,7.811423762599719,127.83403948858935,XII-OF-II_T2_N1,18.01077746018752,2.4916913853231364,1456.1096060497132,2.501631863511099,2.493497418651863,0.0009869960520391685
0.6760664419259366,0.6712432542089963,127.8;1.073e+10,14.230016666666671,7155861248.802095,0.0008722375271333904,-0.005435329145377699,,-0.006393481624213049,0.0007863225754314307,6.103163038281221,7.982029483626045,-0.008726661766321975,45.401287499999995,3.998831958522166,85.22269299239291,XI-OF-I_T2_N1,8.580458729656726,0.6754227824140095,0.656840835571289,0.6717714832918398,0.6776338058107881,-0.006307566672511089
1.6602717059148915,1.6614101711896765,191.8;2.751e+11,77.41118333333333,275095345625.3352,-5.119391593472189e-05,0.0005827782867183773,,0.0007934842301210443,0.00010831811153322324,9.098070994688609,7.362329545624043,0.00013359579475780148,76.818490625,3.999886039212196,191.75105923288402,XI-OF-I_T3_N1,12.037951081388762,1.6606218128353112,16.83411219602823,1.6615901514970288,1.661368170040178,0.0006339722026530992
1.7088521622528177,1.691921664344631,0.001;4.988,76.67657343749993,4.987885095119475,0.004413585608116888,-0.0011891496659874878,,-0.010980993602414113,-0.0009646727201928496,70.2123083954369,4.705731392522831,-0.005789697608936439,44.89645,8.14076740222583,0.001,XI-OF-II_T3_N1,77.2647693359751,1.6923010957252649,2184.16440907457,1.6902910866441605,1.7000773609069109,-0.005602735274104376
0.36484250863841505,0.32659628711662964,1.478;0.1946,6.939762500000057,0.129746337890625,0.1337298089351412,0.16906049644046728,,0.06134041790714728,0.1597395393369624,14.041850694927424,5.764462714838185,0.07344989345650843,69.1126708333328,8.48845390490205,0.9852612533569336,XI-OF-IV_T1_N2,19.785285330105022,0.3229733747877835,16.83411219602823,0.38868458341942824,0.3601357421790839,0.035330687505326086
0.8497660770814937,0.8235259205199632,7.482;3.677e+07,-5.369308333333269,24512312.477955338,0.02821610946143227,0.02545442726493974,,-0.003190527163041912,0.02778726449488289,14.5859613170494,5.7947194230124115,0.004921090893783009,56.75371979166617,4.0000185398307195,4.987885095119475,XI-OF-IV_T1_N3,16.008473094891876,0.8255019817841823,56.815128661595274,0.8470634979823597,0.8428950215159827,-0.002761682196492532
1.8539452181805909,1.823975664853425,85.22;8.273e+07,20.086286666665725,24512312.477955338,0.014665406059148178,0.013187797527107747,,0.0013776854917203485,0.017520700082908958,14.37071297696539,8.790481224222706,0.0012716712276147346,82.12255624999986,4.000090732979953,25.251168294042344,XI-OF-V_T2_N1,13.1917359421562,1.8320197109932568,0.656840835571289,1.8565028952847615,1.8541420339688444,-0.0014776085320404309
0.20262013824903233,0.20231076452400648,0.1946;0.1946,45.87791250000001,0.129746337890625,0.0005335398431132177,-0.00046348111332839004,,-0.00242010137878923,-0.0008895405792344047,17.952688739451013,3.992833572140042,0.000668037583292036,55.92797499999999,7.867772127538319,0.129746337890625,XI-OF-VI_T1_N1,22.747372459154423,0.20222464471479132,10733791873.203144,0.20213096083202675,0.20199592975344402,-0.0009970209564416077
0.15994592756259113,0.14105834722414323,0.003375;2.217,26.908434375000006,2.2168378200531005,0.11124037283874721,0.10338229413106514,,-0.008562873725271203,0.11053557782115808,22.10567587736848,5.235193799534079,-0.024555837792056945,6.826274999999995,5.614144129249757,0.0033750000000000004,XI-OF-VI_T1_N3,26.641053550072733,0.14219277188396065,4.987885095119475,0.15858795889621435,0.16248221909064317,-0.00785807870768207
